title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/43719192'>I'm Cocky and I'm Fucking Up</a>,mindlessly_dying,Updated,57,49,8,733,Mature,5517,3,2022-12-25,"Fluff, Angst, Feelings Realization, Alternate Universe - No Powers, Fluff and Angst, Dysfunctional Family, Slow Burn, i think, this turned out to be a little longer than expected, not beta'd bc i should be sleeping, No Spoilers, Alternate Universe - Canon Divergence, Bisexual Ava Silva, Soft Ava Silva, Adorable Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), Badass Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun)"
<a href='https://archiveofourown.org/works/44914912'>Femslash February 2023</a>,AceOnIce,Updated,57,51,6,598,General Audiences,1501,3,2023-02-10,NA
<a href='https://archiveofourown.org/works/43894383'>Always Love</a>,eroswritesff,Updated,56,45,11,744,Mature,6840,3,2022-12-28,NA
<a href='https://archiveofourown.org/works/43973616'>a cord unraveled from the lovers' ankles</a>,amazinglyinteresting,Updated,56,50,6,476,Teen And Up Audiences,398,1,2022-12-31,"Candy Canes, Oral Fixation, Beatrice is Thirsty"
<a href='https://archiveofourown.org/works/44086689'>All I Need To Hear</a>,Humble_wats,Updated,56,52,4,387,Not Rated,4294,1,2023-01-06,"Canon Compliant, Post-Season/Series 02, Emotional Hurt/Comfort, Light Angst, POV Sister Beatrice (Warrior Nun), Ava Silva Being Ava Silva, Reunions, Not Beta Read"
<a href='https://archiveofourown.org/works/44338750'>Midnights</a>,giulswannacry,Updated,55,51,4,1155,Teen And Up Audiences,15443,4,2023-01-28,"Gay Mess Sister Beatrice (Warrior Nun), Soft Sister Lilith (Warrior Nun), Adorable Sister Camila (Warrior Nun), Repressed Sister Beatrice (Warrior Nun), Jealous Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Sister Camila Ships It (Warrior Nun), Badass Sister Beatrice (Warrior Nun), Soft Ava Silva, Gay Mess Ava Silva, Ava Silva Needs a Hug, Bisexual Ava Silva, Soft Sister Beatrice/Ava Silva, Sad Ava Silva, Soft Ava Sharpe, Lesbian Character, Useless Lesbians, Gay, Gay Panic, Everyone Is Gay, Religion, Religious Imagery & Symbolism, Religious Conflict, Religious Guilt, Fluff and Angst, Angst and Feels, beatrice and ava being useless, Avatrice, Bisexuality, Bisexual Female Character"
<a href='https://archiveofourown.org/works/44289978'>New York New York</a>,wonderland_ss,Updated,55,49,6,801,Not Rated,983,2,2023-01-17,"Alternate Universe - Modern Setting, coffee shop ava, archivist beatrice, Fluff, two idiots slowly falling in love, shy bea, mischievous ava, of course camila and lilith+"
<a href='https://archiveofourown.org/works/44301010'>The Half of It</a>,Wanderings_of_wonderings,Updated,55,50,5,625,General Audiences,4443,2,2023-01-31,"The Half of It AU, POV Sister Beatrice (Warrior Nun), Repressed Sister Beatrice (Warrior Nun), Jealous Sister Beatrice (Warrior Nun), Bisexual Ava Silva, Ava Silva Being Ava Silva, Ava Silva Being a Dumbass"
"<a href='https://archiveofourown.org/works/44438566'>Oh, there's a river that winds on forever (I'm gonna see where it leads)</a>",zefrumiousbandersnatch,Updated,55,45,10,347,Teen And Up Audiences,7454,1,2023-01-21,"Alternate Universe, Camino AU"
<a href='https://archiveofourown.org/works/44382922'>The Sins of a Mother</a>,avatricefanatic,Updated,55,33,22,260,General Audiences,907,1,2023-01-19,"Ava is Alice, very gay tbh, Set after Season 2 ending, Time stopped in the GRT so that is what explains her age, i'll add more later, rachel and bea would be friends ngl, jer and cam and waves are nerds"
<a href='https://archiveofourown.org/works/44928784'>an unstoppable force</a>,lumberlesbian,Updated,54,49,5,587,Mature,10547,3,2023-02-14,"Inspired by Imagine Me & You (2005), Personal Growth, Emotional Hurt/Comfort, Alternate Universe - Flower Shop, Love at First Sight, but they're both repressed idiots, Alternate Universe - Modern Setting, Happy Ending, slowburn, Fluff and Humor, Background Sister Camila/Sister Lilith (Warrior Nun)"
<a href='https://archiveofourown.org/works/44156128'>Haint</a>,wondnic,Updated,53,53,0,525,Mature,2648,2,2023-01-21,"Switzerland, Gay Mess Sister Beatrice (Warrior Nun), They're gay your honor, they're idiots your honor, Pining, idek what to tag this, Angst, Fluff and Angst, canon adjacent"
<a href='https://archiveofourown.org/works/43800658'>I thought my heart had learned it's lesson (it feels so good when you start out)</a>,thatgaypoetickid,Updated,53,47,6,270,Mature,3547,1,2022-12-24,"Alternate Universe - Thieves, is that a thing?, Basically Ava is a thief, And the OCS are thieves squared, Fluff, Angst, Hurt/Comfort, Canon-Typical Violence, Maybe some smut we'll see, no beta we die like duretti, More tags to be added, Chapter amount might be changed, enjoy"
<a href='https://archiveofourown.org/works/44911591'>if i only could (i'd make a deal with god)</a>,bluespaceheater,Updated,52,45,7,492,Mature,10668,1,2023-02-10,"angst with happy ending, fuck netflix ill write my own season 3, Hurt/Comfort, might have more ships later on but idk yet, have a general plot line going but for the most part writing as i go, ""carl"" is an emotional support tarask for Plot Reasons, more tags to come as chaps roll out :P, TEMPORARY major character death (peep the chapter count), the end credit scene is interpreted as a time jump and this is how i imagine the time in between"
<a href='https://archiveofourown.org/works/44210638'>salt air</a>,paradiseefalls,Updated,51,44,7,951,General Audiences,12509,2,2023-02-01,"Fluff, beatrice surf teacher, ava beach bum, Surfing, will be very sweet, No Angst"
<a href='https://archiveofourown.org/works/44748278'>Practical Tarot (for Impractical Nuns)</a>,LittleLostStar,Updated,51,45,6,224,Mature,2691,1,2023-02-03,"tarot au, Ava is a tarot reader, Gay Mess Sister Beatrice (Warrior Nun), Alternate Universe - Canon Divergence, Lilith has the Halo and things aren't going great, Tags to be added, Ava Silva eventually gets the Halo, Adriel is not expecting Tarot!Ava, nobody is expecting Tarot!Ava tbh, No tarot knowledge required to read, All will be explained"
<a href='https://archiveofourown.org/works/44079486'>Last Friday Night</a>,BaneWrites,Updated,50,48,2,1211,Not Rated,9237,5,2023-01-11,"Romance, Football | Soccer, Emetophobia, Mild Gore, Broken Bones"
<a href='https://archiveofourown.org/works/43127568'>Is it Over?</a>,wheesper,Updated,50,50,0,861,Mature,3868,2,2022-11-20,"Angst with a Happy Ending, Post-Season/Series 02, Sister Beatrice Needs a Hug (Warrior Nun), Ava is Missing, or is she?, Adorable Sister Camila (Warrior Nun), Sister Lilith has her moments, Eventual Fluff, My First AO3 Post, How Do I Tag"
<a href='https://archiveofourown.org/works/43151413'>The divine</a>,EpicRandomz,Updated,49,48,1,795,Not Rated,4842,2,2022-12-02,NA
<a href='https://archiveofourown.org/works/43640133'>I Want Your Love in Every Flavour</a>,spaceosshy,Updated,48,40,8,554,General Audiences,5077,2,2023-01-30,"band au, Slow Burn, Mutual Pining"
<a href='https://archiveofourown.org/works/44989234'>weight of the world on my shoulders</a>,writesheetdown,Updated,48,44,4,368,Not Rated,5146,1,2023-02-13,"Alternate Universe - Canon Divergence, Canon-Typical Violence, welcome to s3 my version, where something woke the halo and now it's sentient?, to fill the void until we get the actual s3"
<a href='https://archiveofourown.org/works/44106387'>The Demons Inside Us</a>,LordBuckwheat,Updated,47,47,0,434,Mature,1113,1,2023-01-07,"no beta we die like duretti, Canon-Typical Violence"
<a href='https://archiveofourown.org/works/43508980'>the memory of joy</a>,summerson,Updated,47,43,4,402,Not Rated,1012,1,2022-12-09,"Soft Sister Lilith (Warrior Nun), eventually, Sister Lilith Deserves Love (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Sister Camila Ships It (Warrior Nun), Avatrice, Grief/Mourning, Five Stages of Grief, 5 Times, Lilith I will do anything I SwEAr just -pLEase stop MOANING like ThAT!, Camila go grr, bea go grr too, lilith go hiss haha, she's a recovering asshole just give her minute, redemption arc, fallen halo if you squint?"
<a href='https://archiveofourown.org/works/43748232'>family is what you make it</a>,insanely_quirky,Updated,47,42,5,300,Not Rated,4078,1,2022-12-21,"I haven't written anything in YEARS, the last time was way back for faberry/glee, this is unbeta'd so please bear with me, english is also not my first language and i dont live in either the us or uk, thank god for google tbh, saw a tweet about the half of it and warrior nun and this is the result, Implied/Referenced Homophobia, Internalized Homophobia, Catholic Guilt, Long Lost/Secret Relatives, Crossover, long lost relatives au that nobody probably wanted, but asian lesbians represent, #SaveWarriorNun, please check your spelling when posting that hashtag, will try and not make it super heavy coz i just want them happy, oh also slow burn, Friends to Lovers, Alternate Universe - College/University, Alternate Universe, not happy with the title but lets just go with that, summary sucks so i am so sorry"
<a href='https://archiveofourown.org/works/44146312'>In This Life Not The Next</a>,qwertys,Updated,46,32,14,1383,Teen And Up Audiences,15386,8,2023-02-12,"Reunions, Feelings, Cute, Evil, Memory Loss, Hurt/Comfort, Near Death Experiences, Flashbacks, Avatrice, Jealous Sister Beatrice (Warrior Nun), Ava Silva Being a Dumbass, Holy war, a lot of fighting, Making Out, a lot of tension, Post-Season/Series 02, Reya's a bitch, Angst, Fluff, Sister Camila Ships It (Warrior Nun), Ava Silva Needs a Hug, Sister Beatrice Needs a Hug (Warrior Nun)"
"<a href='https://archiveofourown.org/works/44090215'>if we can love, you'll set us free</a>",Solixir,Updated,46,36,10,348,General Audiences,1665,2,2023-01-13,"Alternate Universe - Beauty and the Beast Fusion, Ava Silva as Beauty (Beauty and the Beast), Sister Beatrice as Beast (Beauty and the Beast), my first longfic aaaa pls be kind, Romance, Fairy Tale Elements, Repressed Sister Beatrice (Warrior Nun), i'll add tags as i go"
<a href='https://archiveofourown.org/works/43198410'>let's take this into overtime; (because i could do this forever)</a>,explaininfinity,Updated,45,44,1,688,General Audiences,3685,1,2022-11-21,"i'm currently working on another avatrice fic, but these bitches are living my head rent free so i had to pubish something, also STREAM WARRIOR NUN, god i sound like a true kpop fan eww, but it's so good, okay i'm done now"
<a href='https://archiveofourown.org/works/43427415'>Remember Me</a>,thehereticwarriors,Updated,45,35,10,576,General Audiences,2459,1,2022-12-05,NA
<a href='https://archiveofourown.org/works/43949209'>You Won't Go with Me?</a>,elsie_2022,Updated,44,43,1,521,Teen And Up Audiences,2807,1,2022-12-30,"Avatrice, Light Angst, they're totally in love"
<a href='https://archiveofourown.org/works/43522818'>Letters to You</a>,handonsbea,Updated,44,43,1,502,General Audiences,2095,3,2022-12-28,"Avatrice, Letters, long distance, POV First Person, POV Sister Beatrice (Warrior Nun), POV Ava Silva, Flashbacks"
<a href='https://archiveofourown.org/works/43840951'>in griefs and ruins (you are the miracle)</a>,mintwhiskey,Updated,44,38,6,441,Mature,6303,1,2022-12-25,"Alternate Universe - College/University, quarterback!beatrice, sorority girl!ava, And They Were Teammates, frenemies to lovers slowburn, ANGST in capital letters, Hurt No Comfort, i'm kidding there's fluff, the whole gang is here because i said so, everyone will be getting screen time FUCK netflix, this is a rom-com, and also a hallmark movie, also basically everything you could ask for, also things you didn't ask for lmao, no beta we die like ava, Additional tags will be added, pinning, and longing, and yearning, bc they're gay and dumb, TW: some hetero activity bc i love chaos, did someone say love triangle??????"
<a href='https://archiveofourown.org/works/43317948'>In This Life We Will Be Together</a>,onestrangeron,Updated,43,41,2,957,General Audiences,2609,1,2022-11-29,"Hurt/Comfort, Emotional Hurt/Comfort, Post-Traumatic Stress Disorder - PTSD, Recovery, Friendship, Blood and Injury, Found Family, Angst with a Happy Ending"
<a href='https://archiveofourown.org/works/44961169'>That It Will Never Come Again (Is What Makes Life Sweet)</a>,WriterRiRi,Updated,43,38,5,338,Mature,4413,2,2023-02-14,"Slow Burn, Spies & Secret Agents, Alternate Universe, Ava does have her powers, Blood and Injury, Minor Character Death, maybe major character death?, I need to think of better tags, yes ava works for the FBC don't kill me, Enemies to Lovers, Soft Ava Silva, Ava Silva Being a Dumbass, Sad Ending"
<a href='https://archiveofourown.org/works/44408782'>When the Land Was Godless and Free</a>,LucyWestenrasKiss,Updated,43,40,3,299,Not Rated,1014,1,2023-01-20,"Character Study, I wish I could say I know what I'm doing but nope I'm just winging it"
<a href='https://archiveofourown.org/works/44818030'>Toblerone Tales and Nunnery Novels</a>,Pixel_and_Stephanie_Forever,Updated,42,32,10,620,Mature,4747,3,2023-02-13,NA
<a href='https://archiveofourown.org/works/44526535'>Unworthy</a>,SharonSharpe,Updated,42,40,2,454,Explicit,2803,2,2023-01-25,"Sister Lilith Deserves Love (Warrior Nun), Adorable Sister Camila (Warrior Nun)"
<a href='https://archiveofourown.org/works/43606671'>Whatever You Ask In Prayer</a>,Stephyblue,Updated,40,39,1,551,Explicit,1582,1,2022-12-14,"POV Sister Beatrice (Warrior Nun), Poetic Beatrice kills me, You know she's so deep, Romantic Angst, Canon Compliant, Bring Ava Home, Soft Sister Beatrice/Ava Silva, Save Warrior Nun, Angst and Feels, Romance, Passion, Avatrice"
<a href='https://archiveofourown.org/works/43759719'>looking up to the sky for something I may never find</a>,execomet,Updated,39,32,7,539,Teen And Up Audiences,16710,4,2023-01-05,"Fluff, Fluff and Angst, Fluff and Humor, Angst, Angst and Hurt/Comfort, Hurt/Comfort, Internalized Homophobia, Bisexual Ava Silva, Gay Mess Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), Repressed Sister Beatrice (Warrior Nun), POV Original Character, Major Original Character(s), Sister Beatrice Needs a Hug (Warrior Nun), Badass Sister Beatrice (Warrior Nun), Soft Sister Beatrice/Ava Silva, Ava Silva Being a Dumbass, Everyone Needs A Hug, Sad and Happy, Sister Complex, Mother-Daughter Relationship, Kinda, Bad Parenting, Sister Lilith Deserves Love (Warrior Nun), Soft Sister Lilith (Warrior Nun)"
<a href='https://archiveofourown.org/works/43456306'>Shattered</a>,theattackchicken,Updated,39,32,7,300,Teen And Up Audiences,7494,1,2022-12-06,"Grief/Mourning, Loss of Faith, Loss, Team as Family, Time Fuckery, Found Family, Emotional Hurt, Emotional Support, lots of inner monologue, Soul-Searching, Angst with a Happy Ending"
<a href='https://archiveofourown.org/works/43252722'>Be Free</a>,supine_existence,Updated,38,36,2,778,General Audiences,3347,2,2022-11-26,"Canon-Typical Violence, Homophobic Language, maybe the holy war?"
<a href='https://archiveofourown.org/works/43319112'>forever yours || warrior nun</a>,soulcastiel,Updated,38,36,2,735,Mature,827,1,2022-11-29,"LGBTQ Female Character, Romance, slowburn, Falling In Love, Bisexual Female Character, Lesbian Character, Heartbreaking, Love Confessions, Women Being Awesome, demon fighting nuns, Badass Sister Beatrice (Warrior Nun), Sister Beatrice Needs a Hug (Warrior Nun), Sister Camila Ships It (Warrior Nun)"
<a href='https://archiveofourown.org/works/43485168'>The Pearly Gates Had Some Eloquent Graffiti</a>,BoxingtheStars14,Updated,37,35,2,321,Mature,2802,1,2022-12-07,"Angst, Angst and Hurt/Comfort, Emotional Hurt, Fluff and Hurt/Comfort"
<a href='https://archiveofourown.org/works/43615722'>you were the first to make me feel like i was me</a>,mushymycelium,Updated,36,30,6,741,Not Rated,7050,5,2023-01-18,NA
<a href='https://archiveofourown.org/works/43818390'>As it should have been</a>,YongSleepy,Updated,36,31,5,562,Teen And Up Audiences,6633,1,2022-12-24,"Avatrice, FallenGod, WarriorNun, Enemies to Lovers, Reya isn't bad, #SaveWarriorNun, Ava doesn't become bad either, a bit angsty, a bit of humor"
<a href='https://archiveofourown.org/works/44323405'>Ghost Of My Past</a>,hangrynomadwrites,Updated,36,36,0,501,Mature,2469,3,2023-01-16,"Alternate Universe - Soulmates, Implied/Referenced Suicide, Angst and Hurt/Comfort, Jealous Sister Beatrice (Warrior Nun), Mutual Pining"
<a href='https://archiveofourown.org/works/44800048'>Different But Not Really</a>,Cos_e,Updated,36,33,3,315,Mature,4912,1,2023-02-05,"Alternate Universe, Fluff and Angst, Slow Burn, Mutual Pining, Idiots in Love, Ava's still a dumbass but we love her, Beatrice is still riddled with Catholic Guilt, I'll add tags when needed"
<a href='https://archiveofourown.org/works/44152660'>The Seeker and The Beater</a>,Dismal_Love,Updated,35,35,0,642,Mature,4509,2,2023-01-15,"Romance, Slow Burn, AU Harry Potter, Alternate Universe, Alternate Universe - Harry Potter Setting, Quidditch, Friends to Lovers, Internalized Homophobia, Rated M for later Chapters, Gay Mess Sister Beatrice (Warrior Nun), POV Multiple, mild Camila/Yasmine, rating will be changed into E later"
<a href='https://archiveofourown.org/works/44947660'>Strangers to lovers</a>,cannette,Updated,35,33,2,408,Explicit,9978,3,2023-02-13,"Gay Mess Sister Beatrice (Warrior Nun), Bisexual Ava Silva, Gay Panic, Coffee Shops, Dorks in Love"
"<a href='https://archiveofourown.org/works/43982602'>Matilda, you can let it go.</a>",LeonaGrace,Updated,35,35,0,193,General Audiences,1275,1,2023-01-01,"Ava is Matilda, Ava's childhood before being paralysed that's never mentioned because Netflix sucks, fuck you netflix, If I want something to happen I'll just write it, Childhood Trauma?"
<a href='https://archiveofourown.org/works/43324975'>would you be so kind?</a>,Clexamylexa,Updated,34,32,2,324,Teen And Up Audiences,2883,1,2022-11-29,"eventual lilith and camila relationship, this is based off of dodie's ""would you be so kind"", They're both touch starved, slowburn, Friends to Lovers, Enemies to Friends, Gay Mess Sister Beatrice (Warrior Nun), Gay Mess Ava Silva, Comfort, Fluff, Domestic Fluff, Angst with a Happy Ending, like no angst, they're just happy, lol this is based in their universe but im ignoring adriel, they eat dinner together and cook breakfast together, and they have a fortnightly family movie night, beatrice is head over heels for ava, so is ava for beatrice, mary is fed up with them"
<a href='https://archiveofourown.org/works/43547604'>My heart resides with thy</a>,AtlantisFizz,Updated,34,29,5,297,Not Rated,3765,2,2023-02-09,"Fluff, Angst, Sister Beatrice Needs a Hug (Warrior Nun), Ava Silva Needs a Hug, Soft Sister Beatrice/Ava Silva, Original Character(s)"
"<a href='https://archiveofourown.org/works/44935321'>I miss you, I'm sorry.</a>",Toshiakii_o,Updated,34,34,0,289,Not Rated,1109,1,2023-02-11,"Slow Burn, Hurt/Comfort, Angst, post breakup, Other Additional Tags to Be Added, ava has abandonment issues, bea definitely has commitment issues, They Flip Flop"
<a href='https://archiveofourown.org/works/43598095'>An ode to Beatrice</a>,PyroJoJo,Updated,33,32,1,341,General Audiences,2286,3,2022-12-15,NA
<a href='https://archiveofourown.org/works/44790430'>The Pendulum by Which We Sway</a>,GleeCastOST,Updated,32,22,10,167,Mature,2025,1,2023-02-04,"Angst, some humour maybe, More angst, Sequel, would you believe i dont have a plan, Time Travel"
<a href='https://archiveofourown.org/works/44164018'>I'd be the devil (as long as your lovin' was good)</a>,sanashine,Updated,31,29,2,341,Teen And Up Audiences,2886,1,2023-01-09,"beatrice is the chosen one this time, Alternate Universe - Skyrim Fusion, Blood and Violence, Angst with a Happy Ending, Angst and Hurt/Comfort, everyone is an assassin except ava"
<a href='https://archiveofourown.org/works/44564980'>She Is Half My Soul</a>,Zamboner98,Updated,31,30,1,318,Mature,1388,1,2023-01-27,"Assassination Plot(s), Kidnapping, Alternate Universe - Royalty, Alternate Universe - Medieval, Angst"
<a href='https://archiveofourown.org/works/44344705'>Tiny Dancer</a>,heyjollybeans,Updated,31,29,2,269,Teen And Up Audiences,708,1,2023-01-17,"New Year's Eve, Childhood Friends, Other Additional Tags to Be Added"
<a href='https://archiveofourown.org/works/44143066'>StarNuns (Starbucks but it's Nuns)</a>,2niconiconii2,Updated,30,29,1,1013,Teen And Up Audiences,6067,4,2023-01-31,"Coffee Shops, Slow Burn, Angst, Fluff, Fluff and Angst"
<a href='https://archiveofourown.org/works/43956282'>Love by Degree</a>,rhinostone,Updated,30,26,4,498,Mature,5113,1,2022-12-31,"Slow Burn, Enemies to Lovers, Alternate Universe - College/University, yes it's another college au, beatrice is smart but not the best tutor, ava is a delinquent college student who parties every weekend, Drugs, Underage Drinking"
<a href='https://archiveofourown.org/works/43804584'>league of our own</a>,constantlypuzld,Updated,30,28,2,319,Not Rated,2349,1,2022-12-24,"Implied/Referenced Drug Use, Avatrice, Gay Mess Sister Beatrice (Warrior Nun), Ava Silva Needs a Hug, Beatrice is a gay mess but when is she not, mooomm theyre both yearning again, so slow, It burns"
<a href='https://archiveofourown.org/works/44839276'>You will find me when you seek me with all your heart</a>,Clexamnesia,Updated,30,30,0,230,Not Rated,3440,1,2023-02-06,"Angst, A LOT of Angst, Nightmares, Emotional Hurt/Comfort, Camila trying to console Beatrice after what happened to Ava, Aftermath of s2, Beatrice is grieving"
<a href='https://archiveofourown.org/works/44956183'>Her Name In The Sky</a>,darealbxby6,Updated,29,28,1,468,Mature,5203,2,2023-02-13,"Hurt/Comfort, Emotional Hurt/Comfort, Angst, Fluff, Attempt at Humor, Canon Lesbian Relationship, Canon Lesbian Character, Slow Burn, just beatrice and ava being gay asf, Slow burn but not that slow, lots of sad things"
<a href='https://archiveofourown.org/works/44937916'>Let This Cup Pass From Me</a>,Ecrooked24,Updated,29,28,1,219,Mature,2509,1,2023-02-11,"Angst, Angst with a Happy Ending, Hurt/Comfort, Mind Control, post seson 2, POV Alternating, Season 3, Blood and Injury, Ava Comes Back Wrong, reya's not god, not particularly good either"
<a href='https://archiveofourown.org/works/43225929'>A Thousand and One Letters To You</a>,Owl_42,Updated,28,27,1,869,Teen And Up Audiences,6999,4,2022-11-28,"Fluff, Angst and Hurt/Comfort, Light Angst, Internalized Homophobia, Happy Ending, Letters, Love Letters, Post-Canon, Canon Compliant, Post Season 2, Religious Guilt, overcoming guilt, Overcoming Trauma"
<a href='https://archiveofourown.org/works/43962801'>avatrice one shots</a>,j1ns,Updated,28,28,0,430,Teen And Up Audiences,1407,3,2023-01-17,"i dont know what im doing, Alternate Universe - No Powers, Fluff, Mutual Pining, Established Relationship"
<a href='https://archiveofourown.org/works/43169923'>Holy War</a>,beavertrice,Updated,28,25,3,356,Not Rated,7043,2,2022-11-21,"Hurt/Comfort, Angst, Violence, Death, Cuddling & Snuggling"
<a href='https://archiveofourown.org/works/44215021'>Blood and Divinium</a>,flavroslay,Updated,28,25,3,223,Explicit,6911,1,2023-01-12,"Angst, Alternate Universe - Post-Canon, evil!Ava, Beatrice's kind of depressed, Camila's all grown-up now, Lilith's redeemed cause she deserves it, happy? ending, I REPEAT EVIL AVA"
<a href='https://archiveofourown.org/works/43720216'>Take Me to Church</a>,sweetnthg,Updated,27,27,0,552,Mature,8466,3,2023-02-06,NA
<a href='https://archiveofourown.org/works/37804360'>Punisher</a>,BritishEarper,Updated,27,21,6,289,Teen And Up Audiences,9338,2,2022-12-07,"Alternate Universe - Horror, minor Mary/shannon, Mystery"
<a href='https://archiveofourown.org/works/44744311'>Avatrice Do Revenge</a>,churchofvillanelle,Updated,26,25,1,633,Mature,4509,3,2023-02-03,"slowburn, Gay, AU, Angst with a Happy Ending, Fluff and Crack, Eventual Smut, Miraculously I have a beta, Plot Twists, Friends to Lovers, wlw, beatrice is down horrendous, Ava is oblivious"
<a href='https://archiveofourown.org/works/44879323'>All is fun in love and gay?</a>,Sharks4us,Updated,26,22,4,576,Explicit,5332,2,2023-02-11,"Alternate Universe - College/University, Ava Silva Needs a Hug, Ava Silva Being Ava Silva, POV Ava Silva, Repressed Sister Beatrice (Warrior Nun), POV Sister Beatrice (Warrior Nun), horny ava rights, Gay Mess Ava Silva, beatrice needs a hug to, Smut, Angst and Fluff and Smut, Tooth-Rotting Fluff, Violence, Mild Gore"
<a href='https://archiveofourown.org/works/43709284'>Life and Death</a>,juliettesroma,Updated,26,25,1,390,Not Rated,1904,1,2022-12-19,"Immortality, Alternate Universe - Canon Divergence, Alternate Universe - Soulmates, Angst, Heartbreak, Angst with a Happy Ending, Slow Burn, Immortal Ava Silva, Immortal Sister Beatrice"
<a href='https://archiveofourown.org/works/43272216'>What happened in between and after</a>,TheRealBluez,Updated,25,25,0,833,Mature,4616,4,2022-11-26,"Angst, Fluff and Angst, Eventual Fluff, Eventual Smut, Slow Burn, Angst and Hurt/Comfort"
<a href='https://archiveofourown.org/works/44674462'>Together the Prayers Reach Heaven</a>,Jordiethewetsock,Updated,25,23,2,599,Explicit,799,1,2023-01-31,"Smut, Nuns, Hurt/Comfort, Gay Sex, Porn With Plot, Kinda, I tried but it's not well written, Alternate Universe - Historical, Medieval gay Nuns, Beatrice is having impure thoughts (she's horny)"
<a href='https://archiveofourown.org/works/44365513'>cobalt birds</a>,sapphicgalactic,Updated,24,24,0,506,Mature,2097,1,2023-01-18,"Background Sister Beatrice/Ava Silva, Gay Mess Ava Silva, Repressed Sister Beatrice (Warrior Nun), POV Sister Beatrice (Warrior Nun), POV Ava Silva, Jealous Sister Beatrice (Warrior Nun), Ava Silva Being Ava Silva"
<a href='https://archiveofourown.org/works/44569717'>It hurts to remember but it would be worse to forget</a>,Imesan,Updated,24,24,0,411,Explicit,13561,4,2023-01-27,"Bisexual Ava Silva, Lesbian Character, Ancient Greece, First Kiss, Emotional Hurt/Comfort, Anger, Hurt/Comfort, Demonic Possession, Discipline, Childhood Trauma, Friends to Lovers, Best Friends, POV Sister Beatrice (Warrior Nun), First Love, Heartache, Action/Adventure, Angst and Feels, Slow Romance, Slow Burn, Soft Sister Beatrice/Ava Silva, Unrequited Lust, Nightmare Fuel, Dreams and Nightmares"
<a href='https://archiveofourown.org/works/43799250'>The devil comes as everything you have ever wished for (so how can it be you?)</a>,lmaolini,Updated,24,22,2,334,Teen And Up Audiences,5245,1,2022-12-24,"Useless Lesbians, Lesbian Character, Bisexual Female Character, Gay Mess Sister Beatrice (Warrior Nun), Repressed Sister Beatrice (Warrior Nun), Getting Together, Religious Guilt, Kissing, Pining, Alternate Universe - Canon Divergence, Beatrice is in love with Ava (Warrior Nun), They are so in love, no beta we burn like the pope, Sister Camila Ships It (Warrior Nun), Lesbian Nuns, Adriel is still a threat, Internalized Homophobia, Self-Acceptance, Headcanon, Cuddling & Snuggling, Sharing a Bed, Bisexual Ava Silva, Soft Ava Silva, Angst, Angst with a Happy Ending"
<a href='https://archiveofourown.org/works/43190259'>A Chain of Roses</a>,AngelicAnimal,Updated,24,23,1,265,Teen And Up Audiences,1657,1,2022-11-21,"Eventual Romance, Pre-Canon, Backstory, Headcanon"
<a href='https://archiveofourown.org/works/43886922'>Enlightenment</a>,A_fan49573868,Updated,24,22,2,215,Not Rated,2380,2,2023-01-02,"Alternate Universe - Canon Divergence, Alternate Universe - Modern Setting, Alternate Universe"
<a href='https://archiveofourown.org/works/43848103'>John 8:7</a>,a_tired_slytherin,Updated,23,23,0,382,Not Rated,5749,2,2022-12-29,"LGBTQ Themes, Sister Beatrice Needs a Hug (Warrior Nun), Repressed Sister Beatrice (Warrior Nun), Bisexual Ava Silva, lesbich, Avatrice"
<a href='https://archiveofourown.org/works/43616208'>A Summer in The Alps</a>,H0sieillness,Updated,23,23,0,380,General Audiences,2757,2,2022-12-14,"Avatrice, Fluff, that's basically it, Soft Sister Beatrice/Ava Silva, Soft Ava Silva, Pre-Relationship, Developing Relationship, During the time jump, Post-Season/Series 01"
<a href='https://archiveofourown.org/works/44196424'>The Broken Warrior</a>,sapphicnova,Updated,23,18,5,322,Teen And Up Audiences,4498,3,2023-02-16,"Temporary Character Death, Angst, The one where Beatrice breaks apart, Beatrice loses her faith, Beatrice gets divinium tattoos"
<a href='https://archiveofourown.org/works/44187580'>Wrenhaven River</a>,augustofanothersummer,Updated,23,20,3,222,Mature,2095,1,2023-01-11,"Alternate Universe, Slow Burn, Hurt/Comfort, Angst, Blood and Injury, Gore, Inspired by Dishonored (Video Games), Alternate Universe - Dishonored Fusion, no beta we die like ava, Royal Protector!Beatrice, Outsider!Ava"
